iter,loss,dice,dice_coef,dicePerClass,accuracy,iou_coef

0,0.015984520316123962,0.9892906546592712,0.9892908930778503,0.7682462930679321,0.9933733940124512,0.9790732860565186

1,0.015841994434595108,0.9894083738327026,0.989408552646637,0.7663646340370178,0.9934451580047607,0.9792876243591309

2,0.01888723485171795,0.9879282116889954,0.9879283905029297,0.7534180283546448,0.9923014640808105,0.9765020608901978

3,0.017309384420514107,0.9886859059333801,0.9886859655380249,0.7603908777236938,0.9929134845733643,0.9779407382011414

4,0.015104779042303562,0.9897890090942383,0.9897893071174622,0.7730294466018677,0.9937360286712646,0.9800270795822144

5,0.014707854948937893,0.9900160431861877,0.9900162816047668,0.7758490443229675,0.993880033493042,0.9804534912109375

6,0.014999807812273502,0.9898431301116943,0.9898431897163391,0.7745461463928223,0.9937314987182617,0.9801279306411743

7,0.01446467824280262,0.9901584386825562,0.9901586174964905,0.7774068713188171,0.9939428567886353,0.9807262420654297

8,0.014774930663406849,0.9899494647979736,0.9899495244026184,0.7761836647987366,0.9938138723373413,0.9803242683410645

9,0.014478657394647598,0.990143358707428,0.9901434183120728,0.778187096118927,0.9939311742782593,0.9806967973709106

10,0.014628443866968155,0.9900938272476196,0.9900938868522644,0.7777292728424072,0.99385005235672,0.9806042313575745

11,0.023885224014520645,0.9855930209159851,0.985593318939209,0.7295262813568115,0.9904186129570007,0.9721164703369141

12,0.01715877093374729,0.9886407256126404,0.9886409640312195,0.7589439153671265,0.9929924607276917,0.9778474569320679

13,0.01521246787160635,0.9897578358650208,0.9897580742835999,0.7706620097160339,0.9936919212341309,0.9799603223800659

14,0.01528497226536274,0.9896959662437439,0.989696204662323,0.7729054689407349,0.9936590790748596,0.9798489809036255

15,0.014605595730245113,0.9900560975074768,0.9900562167167664,0.7761119604110718,0.9938890337944031,0.9805299043655396

16,0.014985891059041023,0.9898471832275391,0.9898474812507629,0.775169849395752,0.9937238097190857,0.9801320433616638

17,0.01662416011095047,0.9890336990356445,0.9890338182449341,0.7673698663711548,0.9930882453918457,0.9786056280136108

18,0.015310539864003658,0.9896318316459656,0.9896319508552551,0.7718757390975952,0.9936397671699524,0.9797239899635315

19,0.014461163431406021,0.9901654720306396,0.9901657104492188,0.7778440117835999,0.9939477443695068,0.9807485938072205

20,0.014389682561159134,0.9901718497276306,0.9901720285415649,0.7800431847572327,0.9939800500869751,0.9807495474815369

21,0.013961209915578365,0.9904338717460632,0.9904341697692871,0.7826473712921143,0.99411940574646,0.9812541604042053

22,0.013915244489908218,0.9904474020004272,0.990447461605072,0.782707154750824,0.9941111207008362,0.9812800884246826

23,0.014248756691813469,0.9902511835098267,0.9902512431144714,0.7800189256668091,0.9940172433853149,0.9808990359306335

24,0.013971713371574879,0.9904333353042603,0.990433394908905,0.7820640802383423,0.9941250085830688,0.9812493324279785

25,0.014044388197362423,0.9903846979141235,0.9903849363327026,0.7823901772499084,0.9940879344940186,0.9811597466468811

26,0.01682787574827671,0.9889141917228699,0.9889143109321594,0.7658811211585999,0.9930090308189392,0.9783782958984375

27,0.018382715061306953,0.9881145358085632,0.988114595413208,0.754501223564148,0.992416262626648,0.9768458604812622

28,0.029832426458597183,0.9833490252494812,0.9833493232727051,0.7139970660209656,0.9886965751647949,0.9679899215698242

29,0.024462014436721802,0.9852732419967651,0.9852733612060547,0.7242099046707153,0.9903455972671509,0.9715111255645752

30,0.020392652601003647,0.9868479371070862,0.9868482351303101,0.7353880405426025,0.9918229579925537,0.9744527339935303

31,0.016322609037160873,0.9890248775482178,0.9890249371528625,0.7613644003868103,0.9932886958122253,0.9785698056221008

32,0.01562211662530899,0.9894490838050842,0.9894492626190186,0.766467273235321,0.9935635924339294,0.9793732166290283

33,0.01513521559536457,0.9897181391716003,0.9897183179855347,0.7705202102661133,0.9937191009521484,0.9798881411552429

34,0.014629838988184929,0.9899924993515015,0.9899926781654358,0.7753747701644897,0.9939188957214355,0.9804109930992126

35,0.014388159848749638,0.9901322722434998,0.9901323318481445,0.7780525088310242,0.993993878364563,0.9806771278381348

36,0.014088883996009827,0.990312933921814,0.9903131723403931,0.7800382375717163,0.9940961599349976,0.9810236096382141

37,0.013974613510072231,0.9903668165206909,0.9903669357299805,0.7815353274345398,0.9941619634628296,0.98112553358078

38,0.01413861382752657,0.9902699589729309,0.9902702569961548,0.7816305756568909,0.9940856695175171,0.9809418320655823

39,0.013896298594772816,0.9904199838638306,0.9904201030731201,0.7817970514297485,0.9941636919975281,0.9812279939651489

40,0.013919822871685028,0.9903929829597473,0.9903931021690369,0.7822569012641907,0.9941572546958923,0.9811763763427734

41,0.013940027914941311,0.9903868436813354,0.9903870224952698,0.7832077741622925,0.9941447377204895,0.9811645746231079

42,0.014012850821018219,0.990368127822876,0.9903683066368103,0.7817670106887817,0.9941321015357971,0.9811293482780457

43,0.013865104876458645,0.9904409050941467,0.990441083908081,0.7820084691047668,0.9941712617874146,0.9812645316123962

44,0.013755196705460548,0.9905197620391846,0.9905198216438293,0.7838234305381775,0.9942147135734558,0.981416642665863

45,0.013958104886114597,0.9904022812843323,0.9904026389122009,0.7843074798583984,0.9941242933273315,0.9811953902244568

46,0.014408002607524395,0.9901111125946045,0.9901113510131836,0.7787501215934753,0.9939771890640259,0.9806373119354248

47,0.014041022397577763,0.9903672933578491,0.9903674125671387,0.7828584909439087,0.994082510471344,0.9811288714408875

48,0.014816556125879288,0.9900035858154297,0.990003764629364,0.777915894985199,0.9938384890556335,0.9804386496543884

49,0.01564478501677513,0.9895153045654297,0.989515483379364,0.7722778916358948,0.993520975112915,0.9795016646385193

50,0.014800618402659893,0.9899718165397644,0.9899718761444092,0.7757084369659424,0.9938145875930786,0.9803655743598938

51,0.014455096796154976,0.990138053894043,0.9901382327079773,0.7795018553733826,0.9939368367195129,0.9806833267211914

52,0.015479745343327522,0.9896050691604614,0.9896052479743958,0.7732594013214111,0.9935789704322815,0.9796629548072815

53,0.014545750804245472,0.9901219010353088,0.9901221394538879,0.777820885181427,0.9938808679580688,0.9806569814682007

54,0.014475507661700249,0.9901318550109863,0.9901319146156311,0.7787966728210449,0.993905782699585,0.980674684047699

55,0.014662683941423893,0.9901036024093628,0.9901039004325867,0.7805811762809753,0.9938290119171143,0.9806458950042725

56,0.01583373174071312,0.9894004464149475,0.9894005060195923,0.770467221736908,0.9934400320053101,0.9792839288711548

57,0.014687406830489635,0.9900126457214355,0.9900127053260803,0.779396653175354,0.9938282370567322,0.9804567694664001

58,0.01418415829539299,0.990268349647522,0.9902684688568115,0.7812202572822571,0.9940312504768372,0.9809370636940002

59,0.013711865060031414,0.9905476570129395,0.9905478954315186,0.7853579521179199,0.9942154288291931,0.9814723134040833

60,0.01350519061088562,0.9906653165817261,0.9906653761863708,0.78661048412323,0.9942688941955566,0.9816943407058716

61,0.013716219924390316,0.9905503392219543,0.9905503988265991,0.7858100533485413,0.9941892027854919,0.981478750705719

62,0.013695207424461842,0.9905714988708496,0.9905716180801392,0.7859199643135071,0.9942000508308411,0.9815196990966797

63,0.013815894722938538,0.9904916286468506,0.9904918670654297,0.7851841449737549,0.9941630959510803,0.9813647866249084

64,0.013997912406921387,0.9903836846351624,0.9903839826583862,0.7832590937614441,0.9940943121910095,0.9811576008796692

65,0.013783806934952736,0.990537703037262,0.9905378222465515,0.7844308018684387,0.9941542148590088,0.9814525842666626

66,0.017105748876929283,0.9889538288116455,0.9889541864395142,0.7680069804191589,0.9929812550544739,0.9784339666366577

67,0.016891930252313614,0.9889123439788818,0.9889125227928162,0.7634024620056152,0.9929966330528259,0.978350043296814

68,0.02227788232266903,0.986991822719574,0.9869919419288635,0.7484778165817261,0.9913263916969299,0.9748702049255371

69,0.02121375873684883,0.986823558807373,0.9868236780166626,0.7420168519020081,0.9914672374725342,0.9745011925697327

70,0.015177614986896515,0.989707350730896,0.9897074699401855,0.7736525535583496,0.9936808943748474,0.9798742532730103

71,0.014385257847607136,0.9901495575904846,0.9901496171951294,0.7784209251403809,0.993980348110199,0.9807106852531433

72,0.014126674272119999,0.9902989268302917,0.9902990460395813,0.7823663949966431,0.9940672516822815,0.9809985160827637

73,0.013787833042442799,0.9904863834381104,0.9904866218566895,0.7846802473068237,0.9942017793655396,0.9813535809516907

74,0.013578787446022034,0.9906232357025146,0.9906233549118042,0.7861309051513672,0.9942618012428284,0.9816169142723083

75,0.014352534897625446,0.9902068972587585,0.9902069568634033,0.7832574844360352,0.9939542412757874,0.9808501601219177

76,0.014079859480261803,0.9903039932250977,0.9903040528297424,0.7831889390945435,0.9940923452377319,0.9810104370117188

77,0.013472441583871841,0.9906762838363647,0.9906764030456543,0.7874063849449158,0.994297206401825,0.9817194938659668

78,0.0135247353464365,0.9906441569328308,0.9906442761421204,0.7859834432601929,0.9942609667778015,0.9816561937332153

79,0.013350024819374084,0.9907253980636597,0.9907254576683044,0.7884108424186707,0.9943373799324036,0.9818126559257507

80,0.01337821688503027,0.9907151460647583,0.9907152056694031,0.7880344390869141,0.9943254590034485,0.9817942976951599

81,0.02041645534336567,0.9873524904251099,0.9873528480529785,0.7480185031890869,0.991821825504303,0.9754039645195007

82,0.01584828644990921,0.9894117712974548,0.9894118905067444,0.7677918076515198,0.9934402704238892,0.9792991280555725

83,0.014710384421050549,0.9899847507476807,0.9899848699569702,0.7763313055038452,0.9938383102416992,0.9803987741470337

84,0.01385398581624031,0.9904624223709106,0.990462601184845,0.7828570008277893,0.9941672682762146,0.9813089370727539

85,0.013680529780685902,0.9905439615249634,0.9905442595481873,0.7854835391044617,0.994208812713623,0.9814647436141968

86,0.013395359739661217,0.9906969666481018,0.9906970858573914,0.788131058216095,0.9943239688873291,0.9817603826522827

87,0.013648845255374908,0.9905588030815125,0.9905588626861572,0.7861070036888123,0.9942001104354858,0.9814949631690979

88,0.013496057130396366,0.9906362295150757,0.9906362891197205,0.7881007790565491,0.9942761063575745,0.9816431403160095

89,0.013426513411104679,0.9906854629516602,0.9906856417655945,0.7877082228660583,0.9943022131919861,0.9817358255386353

90,0.013483443297445774,0.9906584024429321,0.9906585216522217,0.7863087058067322,0.9942730665206909,0.9816839694976807

91,0.013435335829854012,0.9906622767448425,0.9906623959541321,0.7874066829681396,0.9943031072616577,0.9816908240318298

92,0.013287265785038471,0.9907701015472412,0.9907702803611755,0.7893058061599731,0.994349479675293,0.9818978905677795

93,0.0133103858679533,0.9907584190368652,0.99075847864151,0.7888584136962891,0.9943384528160095,0.9818752408027649

94,0.01340059656649828,0.9906825423240662,0.9906825423240662,0.7885307669639587,0.9942954778671265,0.9817324876785278

95,0.016349144279956818,0.9892467260360718,0.9892467856407166,0.7685571908950806,0.993218183517456,0.9790089130401611

96,0.02183106169104576,0.9866942763328552,0.9866945743560791,0.7437906861305237,0.9911936521530151,0.974190890789032

97,0.027087869122624397,0.9844477772712708,0.9844480156898499,0.7220348119735718,0.9894187450408936,0.9700632095336914

98,0.015972407534718513,0.9892714619636536,0.9892715811729431,0.764585018157959,0.9934341311454773,0.9790372848510742

99,0.01464260183274746,0.9899766445159912,0.9899768829345703,0.7750481367111206,0.9939126968383789,0.9803792834281921

100,0.013927562162280083,0.9903851747512817,0.9903853535652161,0.7824644446372986,0.9941697716712952,0.9811645150184631

101,0.01367591880261898,0.9905292987823486,0.9905293583869934,0.7847250699996948,0.9942346811294556,0.9814357161521912

102,0.013420222327113152,0.9906808733940125,0.990680992603302,0.7857415080070496,0.994324803352356,0.9817259311676025

103,0.01337197795510292,0.9906837940216064,0.9906839728355408,0.7868282198905945,0.9943417310714722,0.981733500957489

104,0.013223443180322647,0.990774929523468,0.9907751679420471,0.7884411215782166,0.994391918182373,0.9819071292877197

105,0.013283906504511833,0.9907471537590027,0.9907474517822266,0.7889196872711182,0.9943550825119019,0.9818577766418457

106,0.013313830830156803,0.990710973739624,0.9907112717628479,0.7885913848876953,0.9943572878837585,0.9817867279052734

107,0.013222360983490944,0.9907832145690918,0.9907834529876709,0.7884138822555542,0.9943954348564148,0.9819247722625732

108,0.013212253339588642,0.990779459476471,0.9907796382904053,0.7887491583824158,0.9943802356719971,0.9819177985191345

109,0.01310686580836773,0.9908472895622253,0.9908473491668701,0.7896912693977356,0.9944239258766174,0.9820461273193359

110,0.013250598683953285,0.9907631278038025,0.990763247013092,0.7883437275886536,0.9943708181381226,0.9818852543830872

111,0.013213601894676685,0.9907960891723633,0.9907962083816528,0.7883045077323914,0.9943782687187195,0.9819471836090088

112,0.013348596170544624,0.9907019138336182,0.9907019138336182,0.7887864708900452,0.9943464398384094,0.9817712903022766

113,0.013244694098830223,0.9907817840576172,0.9907819628715515,0.7892674803733826,0.9943665862083435,0.9819223880767822

114,0.013771794736385345,0.9904941916465759,0.9904943108558655,0.7848882675170898,0.9941801428794861,0.9813756346702576

115,0.013444216921925545,0.9906727075576782,0.9906728267669678,0.7875457406044006,0.9943236112594604,0.9817116260528564

116,0.013161714188754559,0.9908223152160645,0.9908226132392883,0.7897468209266663,0.9943991303443909,0.9819982647895813

117,0.013267114758491516,0.9907615780830383,0.9907617568969727,0.7895340919494629,0.9943479299545288,0.9818822741508484

118,0.013515440747141838,0.9906367659568787,0.9906368255615234,0.7873419523239136,0.9942532777786255,0.9816444516181946

119,0.01378662046045065,0.9904849529266357,0.9904849529266357,0.7855745553970337,0.994157075881958,0.9813491106033325

120,0.013658558949828148,0.9905512928962708,0.9905514121055603,0.7859368920326233,0.9942143559455872,0.9814751148223877

121,0.01364200934767723,0.9905813336372375,0.9905814528465271,0.7856515645980835,0.9942086935043335,0.9815367460250854

122,0.016245147213339806,0.9892937541007996,0.9892939329147339,0.7673654556274414,0.9932957887649536,0.9790680408477783

123,0.0146985137835145,0.9900098443031311,0.9900099635124207,0.7743843197822571,0.9938220381736755,0.9804310202598572

124,0.014196242205798626,0.9902810454368591,0.9902811646461487,0.7816622853279114,0.9940149784088135,0.9809637069702148

125,0.013841254636645317,0.9904699921607971,0.9904700517654419,0.7842840552330017,0.9941536784172058,0.981324315071106

126,0.013413427397608757,0.9907031059265137,0.9907032251358032,0.7879964113235474,0.9942960143089294,0.9817685484886169

127,0.013288574293255806,0.9907816052436829,0.9907816648483276,0.7890726327896118,0.9943313598632812,0.9819200038909912

128,0.013184444047510624,0.9908117651939392,0.990811824798584,0.7897669076919556,0.9943686127662659,0.9819777011871338

129,0.01331553515046835,0.9907420873641968,0.9907422065734863,0.7880879640579224,0.9943393468856812,0.9818424582481384

130,0.013454289175570011,0.990639865398407,0.9906400442123413,0.7871665358543396,0.9942632913589478,0.9816456437110901

131,0.013288864865899086,0.9907506704330444,0.990750789642334,0.78883957862854,0.994349479675293,0.9818606376647949

132,0.013266151770949364,0.9907718300819397,0.990772008895874,0.7894882559776306,0.9943425059318542,0.9819008708000183

133,0.013614107854664326,0.9906052947044373,0.990605354309082,0.7861639857292175,0.9942485094070435,0.9815800786018372

134,0.014078912325203419,0.9903177618980408,0.9903180003166199,0.785589337348938,0.9940342903137207,0.9810354709625244

135,0.014496102929115295,0.9901124835014343,0.9901127815246582,0.779967725276947,0.9938902258872986,0.9806468486785889

136,0.01636068895459175,0.9892054796218872,0.9892055988311768,0.7681397795677185,0.9932007789611816,0.9789214134216309

137,0.016659187152981758,0.989119291305542,0.9891194701194763,0.7682057023048401,0.9930980801582336,0.9787631034851074

138,0.014326503500342369,0.9901987910270691,0.9901989102363586,0.7813373804092407,0.9939353466033936,0.9808068871498108

139,0.013707217760384083,0.9905264973640442,0.9905267953872681,0.7843533158302307,0.9942048192024231,0.9814304709434509

140,0.01366469170898199,0.9905424118041992,0.9905426502227783,0.7875141501426697,0.9941709637641907,0.981471061706543

141,0.01817106269299984,0.9883550405502319,0.9883552193641663,0.7595158815383911,0.9925636053085327,0.9773422479629517

142,0.014405821450054646,0.9901456236839294,0.9901456832885742,0.7811842560768127,0.9939520955085754,0.9807055592536926

143,0.013465655967593193,0.9906540513038635,0.9906542301177979,0.7868378758430481,0.9942756295204163,0.9816738963127136

144,0.01334284245967865,0.9907349944114685,0.9907351732254028,0.7892645597457886,0.9943228363990784,0.9818345904350281

145,0.014397107996046543,0.9901549220085144,0.9901551008224487,0.7815843224525452,0.9939391016960144,0.9807372689247131

146,0.013265639543533325,0.9907627701759338,0.9907628893852234,0.7897213697433472,0.9943474531173706,0.9818883538246155

147,0.013582292012870312,0.9905861616134644,0.9905862212181091,0.7870534658432007,0.9942205548286438,0.9815442562103271

148,0.013165672309696674,0.9908188581466675,0.9908190369606018,0.7906008362770081,0.9943948984146118,0.9819914698600769

149,0.0130724236369133,0.9908629655838013,0.9908630847930908,0.7904367446899414,0.9944033026695251,0.9820758700370789

150,0.013043742626905441,0.9908711314201355,0.990871250629425,0.7912781238555908,0.9944174885749817,0.9820914268493652

151,0.012963922694325447,0.9909176826477051,0.9909177422523499,0.7913643717765808,0.9944579005241394,0.9821822643280029

152,0.013019119389355183,0.9908959269523621,0.9908960461616516,0.7913488149642944,0.9944405555725098,0.982141375541687

153,0.013768455013632774,0.99050372838974,0.9905039072036743,0.7850127816200256,0.994166374206543,0.9813888072967529

154,0.03356517106294632,0.982947587966919,0.9829477667808533,0.7184841632843018,0.9879065752029419,0.9674139618873596

155,0.02077595889568329,0.9868186116218567,0.9868188500404358,0.7406639456748962,0.9915258884429932,0.9744481444358826

156,0.01573924720287323,0.9893472194671631,0.9893473386764526,0.7673747539520264,0.9934960007667542,0.9791805148124695

157,0.014165020547807217,0.9902248978614807,0.9902250170707703,0.7799118757247925,0.9940438270568848,0.9808562397956848

158,0.013759017921984196,0.9904388785362244,0.9904390573501587,0.782123863697052,0.9942203760147095,0.9812630414962769

159,0.013483618386089802,0.9906176924705505,0.9906176924705505,0.7852041721343994,0.9943049550056458,0.9816083312034607

160,0.013351642526686192,0.9906771779060364,0.9906772375106812,0.7867128849029541,0.9943387508392334,0.9817191362380981

161,0.01326607447117567,0.9907305240631104,0.9907307624816895,0.7871713638305664,0.9943900108337402,0.9818218946456909

162,0.013185899704694748,0.9907777309417725,0.9907777309417725,0.7887177467346191,0.99440598487854,0.9819110631942749

163,0.013055017217993736,0.9908447861671448,0.9908450841903687,0.7889997363090515,0.9944573044776917,0.98204106092453

164,0.013209105469286442,0.9907790422439575,0.9907791614532471,0.788472592830658,0.9943790435791016,0.9819178581237793

165,0.013006381690502167,0.9908677339553833,0.9908677935600281,0.7902321219444275,0.9944583773612976,0.9820853471755981

166,0.01296391524374485,0.9908831715583801,0.9908833503723145,0.7897066473960876,0.9944949150085449,0.9821146726608276

167,0.012962311506271362,0.9909055233001709,0.9909057021141052,0.7908443808555603,0.9944649934768677,0.9821585416793823

168,0.013040968216955662,0.9908427000045776,0.9908428192138672,0.7908361554145813,0.994454026222229,0.982038140296936

169,0.012890997342765331,0.9909303188323975,0.990930438041687,0.7914690971374512,0.9945152401924133,0.9822062849998474

170,0.013054792769253254,0.9908395409584045,0.9908396005630493,0.789337694644928,0.9944297075271606,0.9820310473442078

171,0.013013801537454128,0.9908611178398132,0.990861177444458,0.7897354960441589,0.9944631457328796,0.9820716381072998

172,0.01335114985704422,0.9906982183456421,0.9906986355781555,0.7885894775390625,0.9943373799324036,0.9817651510238647

173,0.013916985131800175,0.9903629422187805,0.9903630018234253,0.7851307988166809,0.9941067695617676,0.9811345934867859

174,0.014657512307167053,0.9900146722793579,0.9900146722793579,0.7784788012504578,0.9938538074493408,0.9804590940475464

175,0.013446144759654999,0.9906431436538696,0.9906432628631592,0.7877694964408875,0.994306206703186,0.9816558957099915

176,0.013197836466133595,0.9907900094985962,0.9907901883125305,0.7895575761795044,0.9943726062774658,0.9819363951683044

177,0.013036796823143959,0.9908778071403503,0.9908779263496399,0.7904680371284485,0.9944342374801636,0.9821049571037292

178,0.01305244117975235,0.9908497929573059,0.9908497929573059,0.7901050448417664,0.9944249391555786,0.9820491075515747

179,0.01290180068463087,0.9909384846687317,0.990938663482666,0.792324423789978,0.9944886565208435,0.9822210669517517

180,0.012891101650893688,0.9909286499023438,0.9909289479255676,0.7922717928886414,0.9944955706596375,0.9822031855583191

181,0.012914178892970085,0.9909325242042542,0.9909326434135437,0.7913951277732849,0.9944908618927002,0.9822114706039429

182,0.012950952164828777,0.9909138083457947,0.990913987159729,0.7908395528793335,0.9944700002670288,0.9821743965148926

183,0.013024704530835152,0.9908623099327087,0.9908624291419983,0.7909241318702698,0.9944431185722351,0.9820748567581177

184,0.012929893098771572,0.9909325838088989,0.9909327626228333,0.7913858294487,0.9944689869880676,0.9822099804878235

185,0.012940550222992897,0.9909104704856873,0.9909106492996216,0.7914088368415833,0.9944813251495361,0.9821673631668091

186,0.013335795141756535,0.9906956553459167,0.9906957149505615,0.7890792489051819,0.9943011403083801,0.981757640838623

187,0.013480165973305702,0.9906125664710999,0.9906126260757446,0.7871786952018738,0.9942725300788879,0.9815974831581116

188,0.013110452331602573,0.9908405542373657,0.9908405542373657,0.7901619672775269,0.9944133758544922,0.9820326566696167

189,0.013115103356540203,0.9908174872398376,0.990817666053772,0.7898042798042297,0.9944207668304443,0.9819880127906799

190,0.01317501999437809,0.9908019304275513,0.9908021092414856,0.7896407246589661,0.9943901300430298,0.9819596409797668

191,0.013534937985241413,0.9906158447265625,0.990615963935852,0.7864655256271362,0.9942373037338257,0.9815996885299683

192,0.01455213688313961,0.9900915622711182,0.9900916814804077,0.7789589762687683,0.9938948154449463,0.9805949926376343

193,0.013547501526772976,0.9906282424926758,0.9906283020973206,0.7868213653564453,0.9942620396614075,0.9816263914108276

194,0.013319033198058605,0.990702748298645,0.9907028675079346,0.7900071740150452,0.9943153858184814,0.9817708134651184

195,0.013564695604145527,0.9905921220779419,0.9905922412872314,0.7865211963653564,0.9942466020584106,0.9815593361854553

196,0.01656031608581543,0.9893445372581482,0.9893447756767273,0.7736445069313049,0.9932248592376709,0.9792090654373169

197,0.02130303904414177,0.9867784380912781,0.9867786169052124,0.7417295575141907,0.9914101362228394,0.9743179082870483

198,0.015948845073580742,0.9893754720687866,0.9893755912780762,0.7671281695365906,0.9934024810791016,0.9792287349700928

199,0.013707560487091541,0.9905016422271729,0.990501880645752,0.7835550308227539,0.9942038655281067,0.9813815951347351

