,loss,dice,accuracy,iou_coef
0,0.12055513262748718,0.9316957592964172,0.9646063446998596,0.8802836537361145
1,0.07361023873090744,0.9606209993362427,0.9764979481697083,0.9266623854637146
2,0.0652056410908699,0.9652024507522583,0.9780802726745605,0.9349984526634216
3,0.058526866137981415,0.9679138660430908,0.9793576598167419,0.9398730397224426
4,0.05310407280921936,0.9703561663627625,0.981207013130188,0.9442567229270935
5,0.04785852134227753,0.9729339480400085,0.982450544834137,0.9489667415618896
6,0.04272901266813278,0.9750478863716125,0.9840281009674072,0.9527037739753723
7,0.04143080860376358,0.9761471748352051,0.9844842553138733,0.9547355771064758
8,0.036763038486242294,0.9782220125198364,0.985965371131897,0.9585624933242798
9,0.035380929708480835,0.9791907072067261,0.9863784313201904,0.9602625966072083
10,0.03161169961094856,0.981005072593689,0.987708568572998,0.9636129140853882
11,0.027996517717838287,0.9830045104026794,0.9891042113304138,0.967278003692627
12,0.02678423933684826,0.9836923480033875,0.9895123243331909,0.9685573577880859
13,0.024608369916677475,0.9848402142524719,0.9903363585472107,0.9706730842590332
14,0.026259683072566986,0.9841682314872742,0.9896009564399719,0.9695187211036682
15,0.024397864937782288,0.9849051833152771,0.9903234243392944,0.9707884788513184
16,0.02244238369166851,0.9859708547592163,0.99106764793396,0.9727914333343506
17,0.020655948668718338,0.9869186878204346,0.9917735457420349,0.9745756387710571
18,0.019776983186602592,0.9874008893966675,0.992037296295166,0.9754836559295654
19,0.018944550305604935,0.9878260493278503,0.9923604726791382,0.9762730002403259
20,0.0179074015468359,0.98829585313797,0.9927011728286743,0.9771768450737
21,0.01736273802816868,0.9886846542358398,0.9929050207138062,0.9779036641120911
22,0.016850316897034645,0.9889703392982483,0.9931340217590332,0.97844398021698
23,0.016040978953242302,0.9893469214439392,0.9933841824531555,0.9791673421859741
24,0.01649213209748268,0.9891082048416138,0.9932575821876526,0.9787052869796753
25,0.015964798629283905,0.989385724067688,0.9934419989585876,0.9792381525039673
26,0.016002746298909187,0.9893635511398315,0.9933738112449646,0.97920161485672
27,0.017068596556782722,0.9889028072357178,0.9929433465003967,0.9783489108085632
28,0.018609721213579178,0.9881300330162048,0.9924677014350891,0.9768469929695129
29,0.016234714537858963,0.9893192052841187,0.9933032393455505,0.9791147112846375
30,0.01538869645446539,0.989713728427887,0.993605375289917,0.9798704981803894
31,0.015578844584524632,0.9896448850631714,0.9936000108718872,0.9797402024269104
32,0.015467217192053795,0.9896543622016907,0.993567943572998,0.979759693145752
33,0.016576793044805527,0.9891221523284912,0.9931405186653137,0.9787366986274719
34,0.015904217958450317,0.9894890785217285,0.9934586882591248,0.9794325828552246
35,0.015017343685030937,0.9899241924285889,0.99375319480896,0.9802750945091248
36,0.014898095279932022,0.989950954914093,0.9937881827354431,0.9803241491317749
37,0.01414263155311346,0.9903159141540527,0.9940648078918457,0.9810221195220947
38,0.01372759323567152,0.9905316829681396,0.9942022562026978,0.9814391732215881
39,0.013547881506383419,0.9906209707260132,0.9942994713783264,0.9816089868545532
40,0.013407186605036259,0.9906879663467407,0.9943562150001526,0.981738805770874
41,0.013675596565008163,0.9905636310577393,0.994248628616333,0.9815011024475098
42,0.01403314620256424,0.9903987646102905,0.9941149950027466,0.9811827540397644
43,0.013884400017559528,0.9904651045799255,0.9941450953483582,0.9813118577003479
44,0.013979840092360973,0.9904009103775024,0.9941222667694092,0.9811843037605286
45,0.01669350452721119,0.9893079996109009,0.9931798577308655,0.9791096448898315
46,0.04548162594437599,0.9779837727546692,0.9839207530021667,0.9583159685134888
47,0.02899874933063984,0.9824544787406921,0.98847496509552,0.966266930103302
48,0.021973509341478348,0.9862038493156433,0.9911569952964783,0.9732658267021179
49,0.017752928659319878,0.9882327914237976,0.9927497506141663,0.9770558476448059
50,0.015593672171235085,0.9894787073135376,0.993587076663971,0.9794215559959412
51,0.014664283953607082,0.9899426102638245,0.9939055442810059,0.9803063869476318
52,0.014170830138027668,0.9902198910713196,0.9941067099571228,0.9808376431465149
53,0.013711022213101387,0.9904583692550659,0.9942743182182312,0.9812970757484436
54,0.013454655185341835,0.9906107783317566,0.9943519234657288,0.9815901517868042
55,0.013336088508367538,0.9906436204910278,0.9943949580192566,0.9816522002220154
56,0.013268678449094296,0.9906937479972839,0.9944127798080444,0.9817512631416321
57,0.013180135749280453,0.9907482266426086,0.9944449663162231,0.9818539619445801
58,0.013066444545984268,0.9908223152160645,0.9945005178451538,0.9819965362548828
59,0.012988693080842495,0.9908460974693298,0.9945194125175476,0.9820431470870972
60,0.013009317219257355,0.9908703565597534,0.9945065975189209,0.98209148645401
61,0.013148772530257702,0.9907514452934265,0.9944539070129395,0.981859028339386
62,0.013045210391283035,0.9908338189125061,0.9944837093353271,0.9820201992988586
63,0.013073946349322796,0.9908075332641602,0.9944735169410706,0.9819682240486145
64,0.01300060749053955,0.9908477067947388,0.9944778680801392,0.982046902179718
65,0.012973950244486332,0.9908760786056519,0.9945126175880432,0.9821001291275024
66,0.012892063707113266,0.9909145832061768,0.9945400357246399,0.9821736812591553
67,0.012918264605104923,0.990892767906189,0.9945394396781921,0.9821329712867737
68,0.012858710251748562,0.9909200668334961,0.9945340752601624,0.9821858406066895
69,0.012816233560442924,0.9909540414810181,0.9945698380470276,0.9822520613670349
70,0.012964009307324886,0.9908635020256042,0.9945175647735596,0.9820773601531982
71,0.01314474269747734,0.9907938838005066,0.9944138526916504,0.9819449186325073
72,0.029737599194049835,0.9846685528755188,0.9891526699066162,0.9706127047538757
73,0.03492036834359169,0.9806525111198425,0.9868474006652832,0.9630473852157593
74,0.01985374093055725,0.9871001839637756,0.9920245409011841,0.9749231934547424
75,0.01632608100771904,0.9890308976173401,0.9933300614356995,0.9785690903663635
76,0.015291777439415455,0.9896050095558167,0.9937120079994202,0.9796704649925232
77,0.014301812276244164,0.9901257753372192,0.9940813183784485,0.9806615114212036
78,0.013623636215925217,0.9904897212982178,0.994320809841156,0.9813585877418518
79,0.01330165471881628,0.9906447529792786,0.9944456815719604,0.981656551361084
80,0.013178076595067978,0.9907203912734985,0.9944652915000916,0.9818016290664673
81,0.013013499788939953,0.9908027052879333,0.9945369958877563,0.9819599986076355
82,0.012968982569873333,0.9908353686332703,0.9945346117019653,0.9820218086242676
83,0.012858572416007519,0.9908743500709534,0.9945828318595886,0.9820967316627502
84,0.012758797034621239,0.9909406304359436,0.9946176409721375,0.9822243452072144
85,0.01272443775087595,0.9909379482269287,0.994624137878418,0.982219934463501
86,0.01271330751478672,0.9909672737121582,0.9946364164352417,0.9822766780853271
87,0.012693059630692005,0.9909600019454956,0.9946175217628479,0.9822621941566467
88,0.012634115293622017,0.9909972548484802,0.9946643114089966,0.9823337197303772
89,0.012685240246355534,0.9909652471542358,0.9946255087852478,0.9822731614112854
90,0.012769727036356926,0.9909191131591797,0.9946165680885315,0.9821863770484924
91,0.01285018865019083,0.9908859133720398,0.9945634603500366,0.9821212291717529
92,0.012698020786046982,0.9909705519676208,0.9946305155754089,0.9822817444801331
93,0.012749334797263145,0.9909272789955139,0.9946320652961731,0.982199490070343
94,0.012729709036648273,0.9909549951553345,0.9946269392967224,0.9822525978088379
95,0.012727226130664349,0.990950345993042,0.9946058392524719,0.9822441339492798
96,0.0127033656463027,0.9909694194793701,0.9946135878562927,0.9822799563407898
97,0.012736856006085873,0.9909441471099854,0.9946246147155762,0.9822321534156799
98,0.012659724801778793,0.9909976720809937,0.9946328401565552,0.9823348522186279
99,0.012688316404819489,0.9909732341766357,0.9946293830871582,0.9822869300842285
100,0.012651768513023853,0.9909827709197998,0.9946390986442566,0.9823068380355835
101,0.012618442997336388,0.9909917116165161,0.9946557283401489,0.9823218584060669
102,0.012721694074571133,0.9909449815750122,0.9946140050888062,0.9822332262992859
103,0.012738099321722984,0.9909523129463196,0.9946152567863464,0.9822478890419006
104,0.01269120629876852,0.9909659624099731,0.9946305155754089,0.9822741150856018
105,0.012848615646362305,0.9908900260925293,0.994564414024353,0.9821321964263916
106,0.034501850605010986,0.9819952845573425,0.9871647357940674,0.9656032919883728
107,0.02534840814769268,0.9847452640533447,0.9900272488594055,0.9705295562744141
108,0.016961609944701195,0.9886560440063477,0.9931026101112366,0.9778526425361633
109,0.014631587080657482,0.989909291267395,0.9939734935760498,0.9802422523498535
110,0.013723084703087807,0.990389347076416,0.9943060874938965,0.9811661839485168
111,0.013292479328811169,0.9906246662139893,0.9944712519645691,0.9816162586212158
112,0.013081598095595837,0.9907451272010803,0.9945260286331177,0.9818487167358398
113,0.012949241325259209,0.9908093214035034,0.9945813417434692,0.9819716215133667
114,0.012843784876167774,0.9908650517463684,0.9946239590644836,0.9820802807807922
115,0.012768322601914406,0.9909082055091858,0.9946304559707642,0.982162594795227
116,0.012687887996435165,0.9909477829933167,0.994653582572937,0.9822388291358948
117,0.012591445818543434,0.9909905195236206,0.994688093662262,0.9823222756385803
118,0.012689701281487942,0.9909344911575317,0.9946778416633606,0.9822134971618652
119,0.012666137889027596,0.990960955619812,0.9946631789207458,0.9822653532028198
120,0.012569835409522057,0.9910003542900085,0.9947011470794678,0.9823407530784607
121,0.012554438784718513,0.9910065531730652,0.9947065711021423,0.9823532104492188
122,0.012499198317527771,0.9910343289375305,0.9947335124015808,0.9824059009552002
123,0.012495959177613258,0.9910262227058411,0.9947307109832764,0.9823907017707825
124,0.012468996457755566,0.9910482168197632,0.9947375059127808,0.9824324250221252
125,0.012446434237062931,0.9910629987716675,0.9947538375854492,0.9824615120887756
126,0.012445172294974327,0.9910553097724915,0.9947430491447449,0.9824457168579102
127,0.012487581931054592,0.9910389184951782,0.9947357177734375,0.9824147820472717
128,0.012474407441914082,0.9910507798194885,0.9947500228881836,0.9824374318122864
129,0.01245198119431734,0.9910424947738647,0.9947617053985596,0.9824221134185791
130,0.012438448145985603,0.9910693168640137,0.9947547316551208,0.9824738502502441
131,0.012425254099071026,0.9910575151443481,0.9947599172592163,0.9824506044387817
132,0.012401300482451916,0.9910798668861389,0.9947783946990967,0.9824925065040588
133,0.012412666343152523,0.9910708665847778,0.9947607517242432,0.9824762940406799
134,0.012485393323004246,0.9910289645195007,0.9947508573532104,0.9823951125144958
135,0.012436645105481148,0.9910561442375183,0.9947558641433716,0.9824481010437012
136,0.01244315505027771,0.9910588264465332,0.994752824306488,0.9824531078338623
137,0.012401731684803963,0.9910653829574585,0.9947795271873474,0.9824648499488831
138,0.012401336804032326,0.9910733699798584,0.9947859644889832,0.9824813604354858
139,0.012458069249987602,0.9910281300544739,0.9947470426559448,0.9823933839797974
140,0.013808236457407475,0.9904272556304932,0.9941988587379456,0.9812463521957397
141,0.03257407248020172,0.9821891188621521,0.9876630902290344,0.9658523201942444
142,0.01750090718269348,0.9884251356124878,0.9928867816925049,0.9774091839790344
143,0.014468681067228317,0.9899709224700928,0.9940245151519775,0.9803613424301147
144,0.01348577905446291,0.99049311876297,0.9943873882293701,0.9813622236251831
145,0.013125060126185417,0.9906904101371765,0.994522213935852,0.9817436337471008
146,0.01289521437138319,0.9908111691474915,0.9946222901344299,0.9819754958152771
147,0.012756607495248318,0.9908866286277771,0.9946717619895935,0.9821216464042664
148,0.012626669369637966,0.990959882736206,0.9947046041488647,0.9822619557380676
149,0.012557056732475758,0.9909891486167908,0.9947336316108704,0.9823182821273804
150,0.012528829276561737,0.9910073280334473,0.9947397112846375,0.982353687286377
151,0.01252832356840372,0.9909975528717041,0.9947375655174255,0.9823362231254578
152,0.012484840117394924,0.9910339117050171,0.9947593212127686,0.9824058413505554
153,0.012432059273123741,0.9910480976104736,0.9947859644889832,0.9824317693710327
154,0.01251217070966959,0.9910055994987488,0.9947561025619507,0.9823511838912964
155,0.012432443909347057,0.9910507798194885,0.9947810173034668,0.9824376106262207
156,0.012406663037836552,0.9910496473312378,0.9947904348373413,0.9824355244636536
157,0.012407646514475346,0.9910533428192139,0.9947950839996338,0.9824422001838684
158,0.012378287501633167,0.9910661578178406,0.9947925209999084,0.9824672341346741
159,0.012377290986478329,0.9910658597946167,0.99481201171875,0.9824656248092651
160,0.01237479131668806,0.991072952747345,0.9948112368583679,0.9824801683425903
161,0.012372340075671673,0.9910643696784973,0.9948039650917053,0.9824634194374084
162,0.01234820019453764,0.991083562374115,0.9948087334632874,0.982501208782196
163,0.012348972260951996,0.9910760521888733,0.9948275089263916,0.98248690366745
164,0.012346445582807064,0.9910802841186523,0.9948080778121948,0.9824953079223633
165,0.012361657805740833,0.9910678863525391,0.9948172569274902,0.9824703931808472
166,0.01236777938902378,0.9910727143287659,0.994804322719574,0.9824799299240112
167,0.01233888790011406,0.9910802245140076,0.9948236346244812,0.9824938178062439
168,0.012345543131232262,0.9910792112350464,0.9948218464851379,0.9824915528297424
169,0.012337015941739082,0.991081714630127,0.9948148727416992,0.9824976325035095
170,0.012340771965682507,0.9910750389099121,0.9948202967643738,0.9824837446212769
171,0.01234618853777647,0.9910743236541748,0.9948309063911438,0.9824821949005127
172,0.012363833375275135,0.9910680651664734,0.9948047995567322,0.9824712872505188
173,0.012361904606223106,0.9910749793052673,0.9948163032531738,0.9824853539466858
174,0.012413320131599903,0.9910393953323364,0.9947915077209473,0.9824163317680359
175,0.012477762065827847,0.9910157918930054,0.994746744632721,0.9823712110519409
176,0.01423319149762392,0.9902110695838928,0.9940900802612305,0.9808211922645569
177,0.02146890014410019,0.9869200587272644,0.991513192653656,0.9745519161224365
178,0.01623513549566269,0.9891326427459717,0.9932814836502075,0.9787688255310059
179,0.013728274032473564,0.9903910756111145,0.9942792654037476,0.9811716079711914
180,0.013167890720069408,0.9906741976737976,0.994488537311554,0.9817178845405579
181,0.01271690521389246,0.9909088015556335,0.9946630597114563,0.9821634292602539
182,0.012560349889099598,0.9909797310829163,0.9947448968887329,0.9823001027107239
183,0.01249483972787857,0.9910056591033936,0.9947554469108582,0.9823503494262695
184,0.012415727600455284,0.9910470247268677,0.9947947263717651,0.9824303388595581
185,0.012394747696816921,0.9910618662834167,0.9948030710220337,0.9824581146240234
186,0.012353457510471344,0.9910679459571838,0.9948243498802185,0.9824717044830322
187,0.01232585497200489,0.9910849928855896,0.994835615158081,0.9825029969215393
188,0.01230604574084282,0.9910959005355835,0.9948360323905945,0.9825243353843689
189,0.012302026152610779,0.9910905361175537,0.9948341250419617,0.9825147390365601
190,0.012297737412154675,0.9910971522331238,0.9948424696922302,0.9825275540351868
191,0.012297543697059155,0.9910976886749268,0.9948532581329346,0.9825280904769897
192,0.012273984029889107,0.991102397441864,0.9948588013648987,0.9825369119644165
193,0.012268753722310066,0.9911078810691833,0.9948588609695435,0.9825478196144104
194,0.012268120422959328,0.9911060333251953,0.9948650002479553,0.9825438857078552
195,0.01226171012967825,0.9910981059074402,0.994875967502594,0.9825287461280823
196,0.012244503013789654,0.9911125898361206,0.9948828816413879,0.9825565218925476
197,0.012242475524544716,0.9911103844642639,0.9948885440826416,0.9825523495674133
198,0.012263069860637188,0.9911013841629028,0.9948691725730896,0.9825350046157837
199,0.012268871068954468,0.991097092628479,0.9948771595954895,0.9825267195701599
